match_id,season,team1,team2,venue,pitch_type,toss_winner,toss_decision,winner
1815,2020,Mumbai Indians,Kolkata Knight Riders,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Mumbai Indians,field,Kolkata Knight Riders
1816,2021,Lucknow Super Giants,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",balanced,Lucknow Super Giants,bat,Kolkata Knight Riders
1817,2022,Chennai Super Kings,Punjab Kings,"Arun Jaitley Stadium, Delhi",bowling-friendly,Chennai Super Kings,field,Chennai Super Kings
1818,2023,Sunrisers Hyderabad,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Chennai Super Kings,field,Chennai Super Kings
1819,2024,Gujarat Titans,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",spin-friendly,Kolkata Knight Riders,bat,Gujarat Titans
1820,2025,Rajasthan Royals,Delhi Capitals,"Wankhede Stadium, Mumbai",batting,Delhi Capitals,field,Rajasthan Royals
1821,2016,Chennai Super Kings,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",batting,Chennai Super Kings,field,Chennai Super Kings
1822,2017,Chennai Super Kings,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chennai",spin-friendly,Royal Challengers Bengaluru,bat,Chennai Super Kings
1823,2018,Gujarat Titans,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",spin-friendly,Gujarat Titans,field,Gujarat Titans
1824,2019,Chennai Super Kings,Gujarat Titans,"Eden Gardens, Kolkata",balanced,Chennai Super Kings,field,Chennai Super Kings
1825,2020,Royal Challengers Bengaluru,Punjab Kings,"Ekana Stadium, Lucknow",bowling-friendly,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
1826,2021,Rajasthan Royals,Delhi Capitals,"Wankhede Stadium, Mumbai",batting,Delhi Capitals,bat,Rajasthan Royals
1827,2022,Rajasthan Royals,Kolkata Knight Riders,"PCA Stadium, Mullanpur",spin-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
1828,2023,Sunrisers Hyderabad,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",batting,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
1829,2024,Chennai Super Kings,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Chennai Super Kings,bat,Chennai Super Kings
1830,2025,Royal Challengers Bengaluru,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",bowling-friendly,Lucknow Super Giants,field,Royal Challengers Bengaluru
1831,2016,Royal Challengers Bengaluru,Delhi Capitals,"MA Chidambaram Stadium, Chennai",spin-friendly,Royal Challengers Bengaluru,field,Delhi Capitals
1832,2017,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",batting,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1833,2018,Gujarat Titans,Mumbai Indians,"Arun Jaitley Stadium, Delhi",pace-friendly,Mumbai Indians,field,Mumbai Indians
1834,2019,Punjab Kings,Kolkata Knight Riders,"PCA Stadium, Mullanpur",balanced,Punjab Kings,field,Punjab Kings
1835,2020,Delhi Capitals,Gujarat Titans,"Ekana Stadium, Lucknow",bowling-friendly,Delhi Capitals,field,Delhi Capitals
1836,2021,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
1837,2022,Gujarat Titans,Delhi Capitals,"Wankhede Stadium, Mumbai",batting,Delhi Capitals,bat,Delhi Capitals
1838,2023,Delhi Capitals,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",batting,Delhi Capitals,field,Mumbai Indians
1839,2024,Rajasthan Royals,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",balanced,Delhi Capitals,field,Rajasthan Royals
1840,2025,Rajasthan Royals,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",batting,Rajasthan Royals,field,Punjab Kings
1841,2016,Rajasthan Royals,Chennai Super Kings,"PCA Stadium, Mullanpur",balanced,Rajasthan Royals,field,Chennai Super Kings
1842,2017,Chennai Super Kings,Gujarat Titans,"M. Chinnaswamy Stadium, Bengaluru",batting,Gujarat Titans,field,Chennai Super Kings
1843,2018,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",batting,Mumbai Indians,field,Mumbai Indians
1844,2019,Kolkata Knight Riders,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",pace-friendly,Kolkata Knight Riders,field,Lucknow Super Giants
1845,2020,Delhi Capitals,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",spin-friendly,Sunrisers Hyderabad,field,Delhi Capitals
1846,2021,Gujarat Titans,Delhi Capitals,"Ekana Stadium, Lucknow",bowling-friendly,Gujarat Titans,bat,Gujarat Titans
1847,2022,Royal Challengers Bengaluru,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
1848,2023,Royal Challengers Bengaluru,Gujarat Titans,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Gujarat Titans,field,Royal Challengers Bengaluru
1849,2024,Punjab Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",balanced,Gujarat Titans,bat,Gujarat Titans
1850,2025,Mumbai Indians,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",balanced,Sunrisers Hyderabad,field,Mumbai Indians
1851,2016,Lucknow Super Giants,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",bowling-friendly,Delhi Capitals,bat,Lucknow Super Giants
1852,2017,Sunrisers Hyderabad,Rajasthan Royals,"Ekana Stadium, Lucknow",bowling-friendly,Rajasthan Royals,bat,Sunrisers Hyderabad
1853,2018,Royal Challengers Bengaluru,Gujarat Titans,"Wankhede Stadium, Mumbai",batting,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
1854,2019,Chennai Super Kings,Punjab Kings,"Eden Gardens, Kolkata",balanced,Punjab Kings,field,Chennai Super Kings
1855,2020,Kolkata Knight Riders,Gujarat Titans,"PCA Stadium, Mullanpur",balanced,Kolkata Knight Riders,field,Gujarat Titans
1856,2021,Punjab Kings,Mumbai Indians,"Eden Gardens, Kolkata",spin-friendly,Punjab Kings,bat,Mumbai Indians
1857,2022,Punjab Kings,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",balanced,Punjab Kings,field,Chennai Super Kings
1858,2023,Royal Challengers Bengaluru,Kolkata Knight Riders,"Ekana Stadium, Lucknow",spin-friendly,Kolkata Knight Riders,bat,Kolkata Knight Riders
1859,2024,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi Intl Stadium, Hyderabad",balanced,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1860,2025,Sunrisers Hyderabad,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Chennai Super Kings,bat,Sunrisers Hyderabad
1861,2016,Lucknow Super Giants,Royal Challengers Bengaluru,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Lucknow Super Giants,field,Royal Challengers Bengaluru
1862,2017,Royal Challengers Bengaluru,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",balanced,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
1863,2018,Sunrisers Hyderabad,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",balanced,Gujarat Titans,field,Gujarat Titans
1864,2019,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",pace-friendly,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
1865,2020,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",pace-friendly,Rajasthan Royals,field,Rajasthan Royals
1866,2021,Mumbai Indians,Royal Challengers Bengaluru,"Arun Jaitley Stadium, Delhi",pace-friendly,Mumbai Indians,field,Mumbai Indians
1867,2022,Sunrisers Hyderabad,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",bowling-friendly,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
1868,2023,Mumbai Indians,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",batting,Sunrisers Hyderabad,field,Mumbai Indians
1869,2024,Chennai Super Kings,Royal Challengers Bengaluru,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Royal Challengers Bengaluru,field,Chennai Super Kings
1870,2025,Rajasthan Royals,Gujarat Titans,"PCA Stadium, Mullanpur",balanced,Gujarat Titans,field,Rajasthan Royals
1871,2016,Delhi Capitals,Mumbai Indians,"Ekana Stadium, Lucknow",bowling-friendly,Delhi Capitals,field,Mumbai Indians
1872,2017,Delhi Capitals,Chennai Super Kings,"Eden Gardens, Kolkata",balanced,Chennai Super Kings,field,Chennai Super Kings
1873,2018,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",batting,Delhi Capitals,field,Mumbai Indians
1874,2019,Royal Challengers Bengaluru,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",spin-friendly,Royal Challengers Bengaluru,field,Rajasthan Royals
1875,2020,Royal Challengers Bengaluru,Lucknow Super Giants,"Wankhede Stadium, Mumbai",batting,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
1876,2021,Delhi Capitals,Lucknow Super Giants,"M. Chinnaswamy Stadium, Bengaluru",batting,Delhi Capitals,field,Lucknow Super Giants
1877,2022,Sunrisers Hyderabad,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",balanced,Sunrisers Hyderabad,field,Mumbai Indians
1878,2023,Lucknow Super Giants,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",batting,Lucknow Super Giants,field,Lucknow Super Giants
1879,2024,Chennai Super Kings,Sunrisers Hyderabad,"PCA Stadium, Mullanpur",balanced,Sunrisers Hyderabad,field,Chennai Super Kings
1880,2025,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",balanced,Kolkata Knight Riders,field,Chennai Super Kings
1881,2016,Lucknow Super Giants,Kolkata Knight Riders,"Ekana Stadium, Lucknow",bowling-friendly,Lucknow Super Giants,field,Lucknow Super Giants
1882,2017,Delhi Capitals,Kolkata Knight Riders,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Delhi Capitals,bat,Kolkata Knight Riders
1883,2018,Kolkata Knight Riders,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",pace-friendly,Lucknow Super Giants,field,Kolkata Knight Riders
1884,2019,Delhi Capitals,Gujarat Titans,"Rajiv Gandhi Intl Stadium, Hyderabad",spin-friendly,Delhi Capitals,field,Gujarat Titans
1885,2020,Royal Challengers Bengaluru,Chennai Super Kings,"M. Chinnaswamy Stadium, Bengaluru",batting,Chennai Super Kings,bat,Chennai Super Kings
1886,2021,Kolkata Knight Riders,Punjab Kings,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Punjab Kings,field,Kolkata Knight Riders
1887,2022,Sunrisers Hyderabad,Lucknow Super Giants,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Lucknow Super Giants,field,Lucknow Super Giants
1888,2023,Lucknow Super Giants,Gujarat Titans,"Ekana Stadium, Lucknow",bowling-friendly,Lucknow Super Giants,field,Gujarat Titans
1889,2024,Lucknow Super Giants,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",batting,Mumbai Indians,bat,Mumbai Indians
1890,2025,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Mumbai Indians,bat,Mumbai Indians
1891,2016,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",pace-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1892,2017,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",pace-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1893,2018,Royal Challengers Bengaluru,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Chennai Super Kings,field,Chennai Super Kings
1894,2019,Sunrisers Hyderabad,Punjab Kings,"PCA Stadium, Mullanpur",balanced,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1895,2020,Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mumbai",batting,Kolkata Knight Riders,field,Rajasthan Royals
1896,2021,Lucknow Super Giants,Mumbai Indians,"MA Chidambaram Stadium, Chennai",spin-friendly,Lucknow Super Giants,field,Mumbai Indians
1897,2022,Mumbai Indians,Lucknow Super Giants,"Eden Gardens, Kolkata",balanced,Mumbai Indians,bat,Mumbai Indians
1898,2023,Rajasthan Royals,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",spin-friendly,Punjab Kings,field,Rajasthan Royals
1899,2024,Lucknow Super Giants,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chennai",spin-friendly,Lucknow Super Giants,field,Lucknow Super Giants
1900,2025,Rajasthan Royals,Lucknow Super Giants,"Eden Gardens, Kolkata",balanced,Lucknow Super Giants,bat,Lucknow Super Giants
1901,2016,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",batting,Chennai Super Kings,bat,Mumbai Indians
1902,2017,Mumbai Indians,Royal Challengers Bengaluru,"PCA Stadium, Mullanpur",bowling-friendly,Royal Challengers Bengaluru,field,Mumbai Indians
1903,2018,Punjab Kings,Chennai Super Kings,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Punjab Kings,field,Chennai Super Kings
1904,2019,Delhi Capitals,Rajasthan Royals,"Ekana Stadium, Lucknow",bowling-friendly,Delhi Capitals,field,Rajasthan Royals
1905,2020,Kolkata Knight Riders,Punjab Kings,"Wankhede Stadium, Mumbai",batting,Kolkata Knight Riders,field,Kolkata Knight Riders
1906,2021,Gujarat Titans,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",batting,Gujarat Titans,field,Gujarat Titans
1907,2022,Gujarat Titans,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Kolkata Knight Riders,field,Gujarat Titans
1908,2023,Punjab Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",pace-friendly,Rajasthan Royals,field,Rajasthan Royals
1909,2024,Royal Challengers Bengaluru,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",balanced,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
1910,2025,Rajasthan Royals,Gujarat Titans,"Eden Gardens, Kolkata",balanced,Rajasthan Royals,field,Gujarat Titans
1911,2016,Punjab Kings,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",balanced,Punjab Kings,bat,Kolkata Knight Riders
1912,2017,Royal Challengers Bengaluru,Delhi Capitals,"PCA Stadium, Mullanpur",balanced,Delhi Capitals,field,Royal Challengers Bengaluru
1913,2018,Mumbai Indians,Lucknow Super Giants,"Eden Gardens, Kolkata",balanced,Mumbai Indians,field,Mumbai Indians
1914,2019,Royal Challengers Bengaluru,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",batting,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
1915,2020,Punjab Kings,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",pace-friendly,Sunrisers Hyderabad,field,Punjab Kings
1916,2021,Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi Intl Stadium, Hyderabad",batting,Delhi Capitals,field,Sunrisers Hyderabad
1917,2022,Gujarat Titans,Chennai Super Kings,"Wankhede Stadium, Mumbai",batting,Chennai Super Kings,bat,Chennai Super Kings
1918,2023,Sunrisers Hyderabad,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",batting,Royal Challengers Bengaluru,bat,Sunrisers Hyderabad
1919,2024,Lucknow Super Giants,Royal Challengers Bengaluru,"Ekana Stadium, Lucknow",balanced,Lucknow Super Giants,field,Lucknow Super Giants
1920,2025,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",batting,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
1921,2016,Kolkata Knight Riders,Gujarat Titans,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Kolkata Knight Riders,field,Gujarat Titans
1922,2017,Kolkata Knight Riders,Gujarat Titans,"Wankhede Stadium, Mumbai",spin-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
1923,2018,Royal Challengers Bengaluru,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",batting,Royal Challengers Bengaluru,bat,Mumbai Indians
1924,2019,Gujarat Titans,Lucknow Super Giants,"MA Chidambaram Stadium, Chennai",spin-friendly,Lucknow Super Giants,bat,Gujarat Titans
1925,2020,Royal Challengers Bengaluru,Delhi Capitals,"PCA Stadium, Mullanpur",balanced,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
1926,2021,Mumbai Indians,Royal Challengers Bengaluru,"Ekana Stadium, Lucknow",bowling-friendly,Mumbai Indians,bat,Mumbai Indians
1927,2022,Chennai Super Kings,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",balanced,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
1928,2023,Chennai Super Kings,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Chennai Super Kings,field,Chennai Super Kings
1929,2024,Mumbai Indians,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",pace-friendly,Mumbai Indians,field,Mumbai Indians
1930,2025,Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mumbai",batting,Kolkata Knight Riders,field,Rajasthan Royals
1931,2016,Chennai Super Kings,Royal Challengers Bengaluru,"Arun Jaitley Stadium, Delhi",bowling-friendly,Royal Challengers Bengaluru,field,Chennai Super Kings
1932,2017,Chennai Super Kings,Delhi Capitals,"Wankhede Stadium, Mumbai",batting,Delhi Capitals,bat,Delhi Capitals
1933,2018,Lucknow Super Giants,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",spin-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
1934,2019,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1935,2020,Chennai Super Kings,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",batting,Chennai Super Kings,field,Chennai Super Kings
1936,2021,Delhi Capitals,Lucknow Super Giants,"Wankhede Stadium, Mumbai",batting,Lucknow Super Giants,bat,Delhi Capitals
1937,2022,Sunrisers Hyderabad,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",spin-friendly,Rajasthan Royals,field,Rajasthan Royals
1938,2023,Punjab Kings,Rajasthan Royals,"Wankhede Stadium, Mumbai",batting,Rajasthan Royals,bat,Rajasthan Royals
1939,2024,Kolkata Knight Riders,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
1940,2025,Delhi Capitals,Punjab Kings,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Punjab Kings,field,Delhi Capitals
1941,2016,Delhi Capitals,Royal Challengers Bengaluru,"PCA Stadium, Mullanpur",balanced,Delhi Capitals,bat,Royal Challengers Bengaluru
1942,2017,Gujarat Titans,Rajasthan Royals,"Wankhede Stadium, Mumbai",batting,Gujarat Titans,field,Gujarat Titans
1943,2018,Sunrisers Hyderabad,Gujarat Titans,"M. Chinnaswamy Stadium, Bengaluru",batting,Sunrisers Hyderabad,field,Gujarat Titans
1944,2019,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",balanced,Gujarat Titans,field,Chennai Super Kings
1945,2020,Mumbai Indians,Chennai Super Kings,"M. Chinnaswamy Stadium, Bengaluru",batting,Chennai Super Kings,field,Chennai Super Kings
1946,2021,Chennai Super Kings,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Sunrisers Hyderabad,field,Chennai Super Kings
1947,2022,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",bowling-friendly,Delhi Capitals,field,Mumbai Indians
1948,2023,Kolkata Knight Riders,Chennai Super Kings,"Ekana Stadium, Lucknow",bowling-friendly,Chennai Super Kings,field,Chennai Super Kings
1949,2024,Delhi Capitals,Royal Challengers Bengaluru,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Royal Challengers Bengaluru,field,Delhi Capitals
1950,2025,Gujarat Titans,Delhi Capitals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Gujarat Titans,field,Gujarat Titans
1951,2016,Mumbai Indians,Gujarat Titans,"Arun Jaitley Stadium, Delhi",pace-friendly,Gujarat Titans,bat,Mumbai Indians
1952,2017,Lucknow Super Giants,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",batting,Lucknow Super Giants,bat,Lucknow Super Giants
1953,2018,Gujarat Titans,Mumbai Indians,"MA Chidambaram Stadium, Chennai",spin-friendly,Mumbai Indians,field,Mumbai Indians
1954,2019,Gujarat Titans,Kolkata Knight Riders,"PCA Stadium, Mullanpur",balanced,Gujarat Titans,field,Gujarat Titans
1955,2020,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",bowling-friendly,Rajasthan Royals,bat,Rajasthan Royals
1956,2021,Chennai Super Kings,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",batting,Kolkata Knight Riders,field,Chennai Super Kings
1957,2022,Royal Challengers Bengaluru,Chennai Super Kings,"Ekana Stadium, Lucknow",bowling-friendly,Chennai Super Kings,field,Royal Challengers Bengaluru
1958,2023,Chennai Super Kings,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",balanced,Chennai Super Kings,field,Chennai Super Kings
1959,2024,Lucknow Super Giants,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",batting,Lucknow Super Giants,field,Punjab Kings
1960,2025,Lucknow Super Giants,Delhi Capitals,"Arun Jaitley Stadium, Delhi",pace-friendly,Lucknow Super Giants,field,Delhi Capitals
1961,2016,Kolkata Knight Riders,Delhi Capitals,"Wankhede Stadium, Mumbai",bowling-friendly,Delhi Capitals,field,Kolkata Knight Riders
1962,2017,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",balanced,Kolkata Knight Riders,bat,Kolkata Knight Riders
1963,2018,Lucknow Super Giants,Chennai Super Kings,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Lucknow Super Giants,field,Chennai Super Kings
1964,2019,Gujarat Titans,Kolkata Knight Riders,"Eden Gardens, Kolkata",pace-friendly,Gujarat Titans,field,Gujarat Titans
1965,2020,Gujarat Titans,Chennai Super Kings,"Wankhede Stadium, Mumbai",spin-friendly,Chennai Super Kings,field,Chennai Super Kings
1966,2021,Mumbai Indians,Rajasthan Royals,"PCA Stadium, Mullanpur",balanced,Rajasthan Royals,field,Rajasthan Royals
1967,2022,Gujarat Titans,Lucknow Super Giants,"Wankhede Stadium, Mumbai",batting,Lucknow Super Giants,field,Gujarat Titans
1968,2023,Punjab Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",batting,Punjab Kings,bat,Gujarat Titans
1969,2024,Royal Challengers Bengaluru,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",spin-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1970,2025,Mumbai Indians,Rajasthan Royals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Rajasthan Royals,field,Mumbai Indians
1971,2016,Rajasthan Royals,Royal Challengers Bengaluru,"Ekana Stadium, Lucknow",spin-friendly,Rajasthan Royals,field,Rajasthan Royals
1972,2017,Chennai Super Kings,Lucknow Super Giants,"M. Chinnaswamy Stadium, Bengaluru",batting,Chennai Super Kings,bat,Chennai Super Kings
1973,2018,Kolkata Knight Riders,Delhi Capitals,"Arun Jaitley Stadium, Delhi",pace-friendly,Delhi Capitals,bat,Kolkata Knight Riders
1974,2019,Punjab Kings,Gujarat Titans,"MA Chidambaram Stadium, Chennai",spin-friendly,Punjab Kings,field,Gujarat Titans
1975,2020,Delhi Capitals,Punjab Kings,"Ekana Stadium, Lucknow",bowling-friendly,Punjab Kings,field,Delhi Capitals
1976,2021,Sunrisers Hyderabad,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",batting,Mumbai Indians,field,Mumbai Indians
1977,2022,Rajasthan Royals,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",spin-friendly,Rajasthan Royals,bat,Royal Challengers Bengaluru
1978,2023,Mumbai Indians,Sunrisers Hyderabad,"PCA Stadium, Mullanpur",balanced,Sunrisers Hyderabad,field,Mumbai Indians
1979,2024,Gujarat Titans,Punjab Kings,"PCA Stadium, Mullanpur",batting,Punjab Kings,field,Gujarat Titans
1980,2025,Gujarat Titans,Mumbai Indians,"Wankhede Stadium, Mumbai",pace-friendly,Mumbai Indians,field,Mumbai Indians
1981,2016,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Sunrisers Hyderabad,field,Rajasthan Royals
1982,2017,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",spin-friendly,Punjab Kings,field,Chennai Super Kings
1983,2018,Royal Challengers Bengaluru,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",batting,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
1984,2019,Kolkata Knight Riders,Rajasthan Royals,"Ekana Stadium, Lucknow",bowling-friendly,Rajasthan Royals,bat,Rajasthan Royals
1985,2020,Chennai Super Kings,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",balanced,Chennai Super Kings,bat,Chennai Super Kings
1986,2021,Rajasthan Royals,Lucknow Super Giants,"MA Chidambaram Stadium, Chennai",spin-friendly,Rajasthan Royals,field,Lucknow Super Giants
1987,2022,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",batting,Kolkata Knight Riders,bat,Mumbai Indians
1988,2023,Sunrisers Hyderabad,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",spin-friendly,Kolkata Knight Riders,field,Sunrisers Hyderabad
1989,2024,Royal Challengers Bengaluru,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",balanced,Lucknow Super Giants,field,Royal Challengers Bengaluru
1990,2025,Lucknow Super Giants,Chennai Super Kings,"Ekana Stadium, Lucknow",bowling-friendly,Lucknow Super Giants,field,Chennai Super Kings
1991,2016,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",balanced,Lucknow Super Giants,field,Gujarat Titans
1992,2017,Lucknow Super Giants,Delhi Capitals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Lucknow Super Giants,field,Delhi Capitals
1993,2018,Delhi Capitals,Gujarat Titans,"Ekana Stadium, Lucknow",batting,Gujarat Titans,bat,Delhi Capitals
1994,2019,Punjab Kings,Mumbai Indians,"Eden Gardens, Kolkata",balanced,Punjab Kings,bat,Punjab Kings
1995,2020,Chennai Super Kings,Rajasthan Royals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Chennai Super Kings,field,Chennai Super Kings
1996,2021,Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi Intl Stadium, Hyderabad",bowling-friendly,Sunrisers Hyderabad,field,Chennai Super Kings
1997,2022,Gujarat Titans,Chennai Super Kings,"PCA Stadium, Mullanpur",balanced,Chennai Super Kings,field,Chennai Super Kings
1998,2023,Lucknow Super Giants,Delhi Capitals,"Ekana Stadium, Lucknow",batting,Lucknow Super Giants,bat,Lucknow Super Giants
